product_name,product_category,product_price,product_description,product_rating,product_stock,product_brand,product_color,product_size,product_discount
Mediterranean Chickpea Salad,Food - Salads,501.09,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,4,200,Nike,blue,M,45.7
Ultra-Thin Laptop Sleeve,Accessories,150.8,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,4,46,Adidas,black,XL,30.73
Faux Leather Leggings,Clothing - Pants,976.69,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,4,833,Nike,green,L,26.43
Cotton Pajama Set,Clothing - Loungewear,257.71,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,2,445,Puma,red,S,33.49
Kids' Activity Book,Books,753.77,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,4,948,Puma,black,S,34.38
Under Desk Footrest,Office,615.1,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,5,32,Nike,green,S,11.98
Home Brewing Starter Kit,Food,19.5,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,4,417,Puma,green,M,7.02
Sweet Potato Tots,Food - Frozen Foods,657.51,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,3,872,Adidas,red,M,26.74
Collapsible Colander,Kitchen,618.8,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,4,262,Nike,green,XL,38.26
Pet Hair Removal Brush,Pets,703.01,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,1,213,Puma,green,L,14.34
Ginger Turmeric Latte Mix,Food - Beverages,930.16,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,1,404,Puma,black,XL,32.64
Pineapple Teriyaki Chicken Mix,Food - Meat,281.27,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,5,453,Nike,blue,M,30.66
Outdoor Camping Hammock,Outdoor,760.25,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,5,323,Adidas,green,M,33.99
Herb Seasoned Croutons,Food - Salad Toppings,349.05,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,4,797,Adidas,red,L,27.7
Chili Lime Seasoning,Food - Spices,30.45,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,5,326,Adidas,green,XL,13.24
Spicy Kimchi,Food - Condiments,821.18,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,2,273,Puma,blue,S,11.77
LED Disco Ball Light,Home,607.95,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,1,15,Nike,green,M,7.74
Insulated Lunch Box,Kitchen,781.99,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,3,649,Nike,red,XL,4.85
Children's Garden Tool Set,Garden,891.72,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,5,529,Adidas,blue,M,4.0
Survival Gear Kit,Outdoor,77.11,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,3,836,Puma,red,XL,32.93
Sporty Cap,Clothing - Accessories,920.72,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,2,897,Nike,green,XL,14.8
Portable Air Compressor,Automotive,634.94,semper porta volutpat quam pede lobortis ligula sit amet eleifend,1,796,Puma,green,XL,42.91
Organic Honeycrisp Apples,Food - Fruits,47.08,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,3,72,Adidas,green,XL,17.24
Smart Plug,Smart Home,741.24,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,3,0,Puma,green,XL,28.59
Organic Black Rice,Food - Grains,34.92,fusce posuere felis sed lacus morbi sem mauris laoreet ut,4,637,Adidas,blue,M,37.66
Whipped Cream Cheese,Food - Dairy,492.37,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,5,520,Puma,red,L,6.59
Honey Mustard Dip,Food - Condiments,296.42,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,1,791,Adidas,black,L,17.37
Taro Chips,Food - Snacks,778.62,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,2,657,Nike,black,L,7.62
Roasted Garlic Aioli,Food - Condiments,255.19,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,4,480,Puma,green,S,49.5
Safety Pin Dispenser,Office,75.61,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,1,408,Adidas,blue,L,39.21
Pet Travel Bowl,Pets,209.7,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,3,230,Nike,blue,S,19.57
Collapsible Water Bottle,Fitness,766.72,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,2,968,Adidas,red,L,46.99
Plant Watering Spikes,Garden,205.85,pellentesque volutpat dui maecenas tristique est et tempus semper est quam,5,906,Adidas,green,L,8.54
Outdoor Camping Hammock,Outdoor,959.5,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,3,153,Adidas,green,S,6.02
Pasta (Linguine),Food - Pasta,961.94,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,3,352,Adidas,green,S,47.32
Children's Musical Instrument Set,Toys,960.97,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,1,817,Nike,black,S,39.73
Quinoa Salad,Food - Prepared Foods,193.39,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,4,204,Adidas,black,XL,41.18
Ceramic Cookware Set,Kitchen,436.55,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,2,286,Puma,black,XL,21.45
Vegan Cheese,Food - Dairy Alternatives,846.72,tortor quis turpis sed ante vivamus tortor duis mattis egestas,1,358,Puma,black,M,3.1
Spinach Feta Wraps,Food - Deli,394.08,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,5,111,Adidas,green,S,49.37
Portable Bluetooth Headphones,Audio,807.18,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,3,644,Adidas,black,XL,42.78
Organic Italian Seasoning,Food - Spices,736.27,felis donec semper sapien a libero nam dui proin leo odio porttitor id,5,365,Nike,black,S,49.91
Paprika,Food - Spices,327.7,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,4,103,Puma,blue,L,3.68
Coconut Water,Food - Beverages,168.79,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,4,982,Nike,green,L,38.35
Digital Meat Thermometer,Kitchen,306.19,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,4,905,Adidas,red,XL,35.39
Almond Flour Pizza Crust,Food - Frozen Foods,887.94,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,2,910,Adidas,black,M,14.55
Travel Mug with Leak-Proof Lid,Kitchen,419.72,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,3,186,Puma,black,XL,19.5
Honey Wheat Pretzels,Food - Snacks,198.95,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,4,496,Nike,red,M,13.2
Oven-Baked Parmesan Zucchini,Food - Frozen Vegetables,714.0,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,3,852,Puma,blue,M,26.57
Cinnamon Roll Protein Bar,Food - Snacks,578.61,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,5,731,Nike,blue,L,7.1
Stainless Steel Travel Mug,Kitchen,541.68,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,4,483,Adidas,red,M,5.95
Rolling Cooler,Outdoor,997.16,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,4,565,Adidas,green,M,30.46
Hummus,Food - Snacks,383.04,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,4,609,Adidas,blue,M,14.41
Beef Enchilada Casserole,Food - Prepared Meals,478.81,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,5,333,Nike,red,L,32.34
Graphic Hoodie,Clothing - Outerwear,893.91,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,5,341,Nike,red,L,5.59
Ergonomic Mouse Pad with Wrist Support,Office,859.22,eu mi nulla ac enim in tempor turpis nec euismod scelerisque,3,960,Nike,red,S,42.91
Electric Food Slicer,Kitchen,44.25,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,3,299,Adidas,green,S,27.75
Natural Soy Candles,Home,592.58,lectus in est risus auctor sed tristique in tempus sit amet sem,1,404,Adidas,green,S,48.68
Lemon Lime Sparkling Water,Food - Beverages,144.78,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,3,410,Adidas,green,L,38.89
Portable Speakers,Audio,593.18,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,1,542,Puma,red,S,31.24
Pet Leash,Pets,986.47,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,1,255,Nike,black,L,2.37
Tahini,Food - Condiments,532.62,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,1,524,Adidas,red,M,30.02
Electric Screwdriver,Tools,297.74,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,3,403,Adidas,black,L,33.27
Beef Sirloin Steak,Food - Meat,597.06,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,3,857,Nike,blue,L,46.86
Manual Coffee Grinder,Kitchen,769.7,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,5,71,Adidas,green,S,46.22
Chia Seed Pudding,Food - Snacks,867.66,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,2,244,Puma,blue,L,40.99
Buffalo Chicken Wraps,Food - Prepared Meals,270.25,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,3,919,Adidas,red,M,25.47
Cauliflower Rice Stir-Fry,Food - Frozen Foods,296.15,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,5,356,Adidas,green,L,7.13
Whole Chicken,Food - Meat,57.99,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,1,704,Adidas,black,S,29.86
Dark Chocolate Tart,Food - Desserts,741.22,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,3,461,Puma,red,XL,33.31
Wall Art,Home,205.08,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,1,660,Adidas,blue,XL,36.86
Digital Alarm Clock,Home,437.29,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,5,341,Nike,black,S,45.61
Sweet Potato and Chickpea Bowl,Food - Frozen Food,788.49,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,2,20,Puma,black,L,16.58
Portable Folding Picnic Table,Outdoor,101.59,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,4,406,Nike,red,M,38.73
Chilli Lime Corn on the Cob,Food - Vegetable,501.17,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,3,299,Nike,blue,S,33.97
Herb Seasoned Rice,Food - Sides,96.24,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,3,634,Adidas,green,M,11.18
Decorative Throw Pillows,Home,773.81,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,2,395,Puma,red,XL,7.26
Digital Drawing Tablet,Art Supplies,234.39,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,2,520,Adidas,black,S,3.12
Couscous Mix,Food - Grains,916.96,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,5,383,Puma,black,L,24.88
Hair Dryer,Beauty,697.36,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,3,448,Puma,red,L,35.99
Herb Seasoned Croutons,Food - Salad Toppings,727.5,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,5,684,Adidas,blue,XL,46.65
Frozen Salmon Filets,Food - Seafood,916.46,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,2,521,Adidas,blue,S,21.17
Biodegradable Phone Case,Accessories,113.22,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,4,73,Adidas,red,S,6.33
Gardening Fairy Figurines,Garden,480.66,non quam nec dui luctus rutrum nulla tellus in sagittis,4,248,Adidas,red,M,10.81
Blender Bottle,Fitness,852.1,et tempus semper est quam pharetra magna ac consequat metus,5,115,Nike,blue,S,6.93
Vegan Taco Seasoning,Food - Spices,412.07,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,3,759,Nike,red,XL,1.65
Classic White T-Shirt,Clothing - Tops,429.98,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,3,480,Nike,red,XL,19.41
Self-Cleaning Water Bottle,Fitness,436.28,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,5,218,Puma,blue,L,36.1
Waffle Maker,Kitchen,216.3,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,2,548,Adidas,green,XL,29.74
Organic Honeycrisp Apples,Food - Fruits,466.53,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,5,655,Nike,blue,S,18.09
Brownie Bites,Food - Baked Goods,981.03,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,1,788,Adidas,green,M,14.73
Brown Rice,Food - Grains,246.62,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,1,857,Nike,green,L,49.78
Portable Air Purifier,Health,862.93,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,4,300,Puma,red,XL,29.49
Apple Juice,Food - Beverages,716.88,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,4,331,Puma,black,M,28.31
Organic Sweet Potatoes,Food - Produce,719.05,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,3,380,Puma,blue,M,33.68
Oven Mitts,Kitchen,147.32,id mauris vulputate elementum nullam varius nulla facilisi cras non,5,23,Nike,green,XL,34.55
Handmade Leather Wallet,Accessories,815.91,praesent blandit lacinia erat vestibulum sed magna at nunc commodo,3,7,Nike,green,S,33.58
Magic Color-Changing Mug,Kitchen,894.32,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,1,823,Adidas,blue,S,41.51
Avocado Lime Dressing,Food - Condiments,370.33,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,1,973,Adidas,black,L,28.06
Tactical Backpack,Outdoor,59.75,in est risus auctor sed tristique in tempus sit amet sem fusce,2,169,Adidas,red,L,37.07
Field Journal,Books,826.29,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,2,397,Adidas,green,XL,33.3
Spicy Beef Taco Mix,Food - Condiments,769.99,vitae ipsum aliquam non mauris morbi non lectus aliquam sit,5,791,Nike,black,XL,28.13
Colorful Post-It Notes Set,Office,27.47,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,3,641,Puma,blue,S,26.36
Smartphone Tripod with Remote,Photography,402.42,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,2,583,Nike,black,M,27.73
Protein Pancake Mix,Food - Breakfast,292.12,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,2,42,Adidas,black,XL,10.79
Italian Pasta,Food - Grains,848.94,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,2,83,Nike,red,L,36.59
Portable Speaker Stand,Audio,929.18,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,2,452,Nike,black,L,6.02
Sweet Potato & Kale Hash,Food - Prepared Foods,948.72,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,1,324,Nike,blue,S,18.09
Lemon Sorbet,Food - Frozen Desserts,797.04,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,4,397,Adidas,red,M,6.32
Flavored Popcorn Mix,Food - Snacks,551.05,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,2,533,Puma,green,M,43.98
Indoor Grill,Kitchen,905.91,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,2,757,Adidas,red,L,48.73
Gardening Gloves,Garden,261.66,a odio in hac habitasse platea dictumst maecenas ut massa quis augue,5,319,Puma,green,M,45.81
LED Flashlight with Rechargeable Batteries,Outdoor,713.72,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,2,656,Nike,blue,M,30.46
Outdoor String Lights,Outdoor,185.27,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,2,748,Adidas,red,S,45.56
Classic Black Trousers,Clothing - Pants,848.64,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,1,381,Puma,blue,XL,14.23
Brown Rice,Food - Grains,302.96,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,3,254,Adidas,red,M,25.43
Smartphone Stand,Accessories,357.5,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,5,727,Puma,green,S,47.96
Portable Hammock Swing,Outdoor,284.94,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,4,411,Puma,red,L,23.66
Pet Training Clicker,Pets,832.79,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,4,12,Puma,blue,XL,32.52
Pine Nuts,Food - Nuts,966.55,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,4,482,Adidas,red,XL,39.43
Cotton Quilted Throw Blanket,Home,122.93,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,2,36,Nike,black,M,42.37
Spinach and Cheese Quiche,Food - Prepared Meals,65.48,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,4,536,Adidas,black,M,39.67
Sparkling Blood Orange Soda,Food - Beverages,283.71,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,1,497,Adidas,red,M,13.64
Pineapple Salsa,Food - Condiments,623.96,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,2,47,Adidas,black,S,29.45
Motion Sensor Light,Home,896.9,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,1,528,Puma,red,XL,39.96
Folding Backpack Chair,Outdoor,799.62,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,3,263,Adidas,black,M,33.96
Heat-Resistant Silicone Mat,Kitchen,173.18,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,4,343,Nike,blue,XL,8.93
Dark Chocolate Covered Raisins,Food - Snacks,920.95,sit amet erat nulla tempus vivamus in felis eu sapien cursus,2,607,Puma,red,M,24.57
Adjustable Window Blind,Home,256.51,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,3,870,Adidas,red,XL,17.6
Smart Fitness Scale,Fitness,173.99,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,2,161,Puma,black,S,33.87
Printed Maxi Skirt,Clothing - Skirts,195.58,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,2,211,Adidas,blue,M,12.97
Ankle Boots,Clothing - Footwear,374.38,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,3,110,Adidas,green,L,22.99
Apple Juice,Food - Beverages,339.23,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,2,812,Puma,red,M,37.61
Peanut Butter Chocolate Chip Bars,Food - Snacks,860.5,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,4,103,Adidas,black,XL,23.22
Travel Jewelry Organizer,Accessories,858.76,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,3,726,Adidas,red,S,33.1
Coffee Maker,Kitchen,598.92,nulla sed accumsan felis ut at dolor quis odio consequat varius integer,5,595,Adidas,black,S,17.2
Luxury Rolling Makeup Case,Beauty,899.3,hac habitasse platea dictumst maecenas ut massa quis augue luctus,3,530,Nike,green,S,10.77
Chili Garlic Sauce,Food - Condiments,362.19,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,4,218,Nike,red,M,29.6
Oven-Baked Potato Chips,Food - Snacks,278.8,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,4,96,Adidas,red,L,9.97
Wall-Mounted Organizer,Home,127.6,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,4,494,Puma,black,S,35.62
Carrot and Celery Sticks,Food - Produce,496.86,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,3,338,Adidas,green,XL,25.86
Deep Tissue Massage Gun,Health,143.58,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,3,654,Nike,blue,L,27.62
Cordless Water Flosser,Health,172.82,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,1,871,Adidas,red,S,0.9
Tofu,Food - Meat Alternatives,942.23,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,4,440,Adidas,blue,S,7.94
Ground Cinnamon,Food - Spices,697.86,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,2,956,Nike,blue,M,19.91
Camping Chair,Outdoor,830.55,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,2,377,Nike,blue,L,34.88
Travel Shoe Bags Set,Travel,348.54,vel ipsum praesent blandit lacinia erat vestibulum sed magna at,2,776,Nike,green,S,48.9
Pumpkin Spice Latte Mix,Food - Beverages,349.58,purus phasellus in felis donec semper sapien a libero nam dui,3,626,Nike,black,M,34.4
Herbed Mushroom Risotto,Food - Prepared Foods,154.88,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,2,483,Nike,blue,M,12.54
Pepperoni Pizza Rolls,Food - Snacks,856.31,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,5,406,Adidas,black,S,40.18
Portable Hammock,Outdoor,44.26,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,3,530,Adidas,red,XL,25.89
Fruit Medley Juice,Food - Beverages,759.56,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,2,364,Nike,green,XL,35.32
Organic Granola Cereal,Food - Breakfast,888.62,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,2,151,Adidas,black,M,32.55
Mechanical Keyboard,Computers,306.36,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,3,368,Puma,green,L,49.68
Compact Digital Camera,Photography,19.99,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,4,183,Adidas,red,XL,10.59
Honey Mustard Dip,Food - Condiments,350.95,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,4,414,Nike,blue,L,10.7
Mediterranean Couscous Salad,Food - Salads,738.62,in faucibus orci luctus et ultrices posuere cubilia curae duis,4,722,Nike,blue,L,5.24
Deep Tissue Massage Gun,Health,176.6,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,4,424,Adidas,blue,L,32.62
Wireless HDMI Transmitter,Electronics,189.98,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,1,650,Adidas,black,XL,1.01
Portable Camping Shower,Outdoor,218.42,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1,501,Puma,green,M,21.26
Nutty Trail Mix,Food - Snacks,596.74,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,1,195,Nike,green,S,16.4
Honey Sesame Chicken,Food - Frozen Food,987.39,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,5,331,Puma,red,L,24.87
Yoga Blocks,Fitness,183.6,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,4,669,Adidas,red,XL,33.4
Kids' Outdoor Explorer Kit,Toys,916.86,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,3,361,Adidas,blue,L,21.53
Smartphone Car Mount with Wireless Charging,Automotive,282.77,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,4,630,Nike,black,S,18.21
Crispy Rice Treats,Food - Snacks,783.7,nulla sed accumsan felis ut at dolor quis odio consequat varius integer,4,3,Adidas,red,XL,17.25
Chia Seed Pudding Mix,Food - Breakfast,122.64,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,4,896,Adidas,red,L,29.88
Insulated Wine Tote,Accessories,351.79,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,3,380,Nike,green,L,16.23
Gingerbread House Kit,Food - Baking,987.58,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,3,59,Puma,red,L,8.0
Vegetable Stir-Fry Sauce,Food - Sauces,119.66,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,1,737,Adidas,blue,M,47.56
Roasted Vegetable Medley,Food - Frozen Foods,20.06,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,3,94,Puma,red,M,29.79
Portable Charcoal Grill,Outdoor,636.55,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,5,131,Puma,red,S,30.14
Portable Hammock with Stand,Outdoor,185.29,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,1,33,Puma,green,M,17.59
